alpha_s,M_D_over_T,y_D,p_over_T,Gamma_g_split_over_T,Gamma_q_split_over_T,Gamma_D_split_over_T,Gamma_g_to_qq_over_T,Gamma_g_to_DD_over_T,Gamma_H_to_qD_over_T,Gamma_g_elastic_over_T,Gamma_q_elastic_over_T,Gamma_QCD_slow_over_T,Gamma_kinetic_over_T,D_energy_weight,f_a_GeV,intrinsic_rate_dlnfa
0.08,0,0.3,3.0,1.0800050106172945,0.8451247609918235,0.8389306826521066,0.0022111989732653647,0.0003173972792998744,0.0009999535160384468,0.2534319915596684,0.032591251267726294,0.8715219339198329,0.0009999535160384468,0.9742023969682314,1000000000000.0,0.0
0.08,0,0.6,3.0,1.0800050106172945,0.8451247609918235,0.8203887137298683,0.0022111989732653647,0.0003220310602972487,0.0034802069997873497,0.2534319915596684,0.032591251267726294,0.8529799649975947,0.0034802069997873497,0.9728971383753467,1000000000.0,0.0
0.08,0,0.6,3.0,1.0800050106172945,0.8451247609918235,0.8203887137298683,0.0022111989732653647,0.0003220310602972487,0.0034802069997873497,0.2534319915596684,0.032591251267726294,0.8529799649975947,0.0034802069997873497,0.9728971383753467,24350000000.0,0.0
0.08,0,0.6,3.0,1.0800050106172945,0.8451247609918235,0.8203887137298683,0.0022111989732653647,0.0003220310602972487,0.0034802069997873497,0.2534319915596684,0.032591251267726294,0.8529799649975947,0.0034802069997873497,0.9728971383753467,1000000000000.0,0.0
0.08,0.01,0.1,3.0,1.0800050106172945,0.8451247609918235,0.8443260474211435,0.0022111989732653647,0.00031607950540708183,0.00011585071002311822,0.2534319915596684,0.032591251267726294,0.8769172986888698,0.00011585071002311822,0.9745811637877306,1000000000.0,0.0
0.08,0.01,0.1,3.0,1.0800050106172945,0.8451247609918235,0.8443260474211435,0.0022111989732653647,0.00031607950540708183,0.00011585071002311822,0.2534319915596684,0.032591251267726294,0.8769172986888698,0.00011585071002311822,0.9745811637877306,24350000000.0,0.0
0.08,0.01,0.1,3.0,1.0800050106172945,0.8451247609918235,0.8443260474211435,0.0022111989732653647,0.00031607950540708183,0.00011585071002311822,0.2534319915596684,0.032591251267726294,0.8769172986888698,0.00011585071002311822,0.9745811637877306,1000000000000.0,0.0
0.08,0.01,0.3,3.0,1.0800050106172945,0.8451247609918235,0.8388206254724925,0.0022111989732653647,0.00031742429800815707,0.001000072836518531,0.2534319915596684,0.032591251267726294,0.8714118767402188,0.001000072836518531,0.974194665865285,1000000000.0,0.0
0.08,0.01,0.3,3.0,1.0800050106172945,0.8451247609918235,0.8388206254724925,0.0022111989732653647,0.00031742429800815707,0.001000072836518531,0.2534319915596684,0.032591251267726294,0.8714118767402188,0.001000072836518531,0.974194665865285,24350000000.0,0.0
0.08,0.01,0.3,3.0,1.0800050106172945,0.8451247609918235,0.8388206254724925,0.0022111989732653647,0.00031742429800815707,0.001000072836518531,0.2534319915596684,0.032591251267726294,0.8714118767402188,0.001000072836518531,0.974194665865285,1000000000000.0,0.0
0.08,0.01,0.6,3.0,1.0800050106172945,0.8451247609918235,0.8202790202227964,0.0022111989732653647,0.0003220589733733343,0.003480615781802324,0.2534319915596684,0.032591251267726294,0.8528702714905227,0.003480615781802324,0.9728893998214441,1000000000.0,0.0
0.08,0.01,0.6,3.0,1.0800050106172945,0.8451247609918235,0.8202790202227964,0.0022111989732653647,0.0003220589733733343,0.003480615781802324,0.2534319915596684,0.032591251267726294,0.8528702714905227,0.003480615781802324,0.9728893998214441,24350000000.0,0.0
0.08,0.01,0.6,3.0,1.0800050106172945,0.8451247609918235,0.8202790202227964,0.0022111989732653647,0.0003220589733733343,0.003480615781802324,0.2534319915596684,0.032591251267726294,0.8528702714905227,0.003480615781802324,0.9728893998214441,1000000000000.0,0.0
0.08,0.1,0.1,3.0,1.0800050106172945,0.8451247609918235,0.8334303823244841,0.0022111989732653647,0.0003187546667860815,0.00011722869285695612,0.2534319915596684,0.032591251267726294,0.8660216335922104,0.00011722869285695612,0.973815785638646,1000000000.0,0.0
0.08,0.1,0.1,3.0,1.0800050106172945,0.8451247609918235,0.8334303823244841,0.0022111989732653647,0.0003187546667860815,0.00011722869285695612,0.2534319915596684,0.032591251267726294,0.8660216335922104,0.00011722869285695612,0.973815785638646,24350000000.0,0.0
0.08,0.1,0.1,3.0,1.0800050106172945,0.8451247609918235,0.8334303823244841,0.0022111989732653647,0.0003187546667860815,0.00011722869285695612,0.2534319915596684,0.032591251267726294,0.8660216335922104,0.00011722869285695612,0.973815785638646,1000000000000.0,0.0
0.08,0.1,0.3,3.0,1.0800050106172945,0.8451247609918235,0.8279354088601765,0.0022111989732653647,0.00032012509064894326,0.0010119823441943115,0.2534319915596684,0.032591251267726294,0.8605266601279028,0.0010119823441943115,0.9734290617508295,1000000000.0,0.0
0.08,0.1,0.3,3.0,1.0800050106172945,0.8451247609918235,0.8279354088601765,0.0022111989732653647,0.00032012509064894326,0.0010119823441943115,0.2534319915596684,0.032591251267726294,0.8605266601279028,0.0010119823441943115,0.9734290617508295,24350000000.0,0.0
0.08,0.1,0.3,3.0,1.0800050106172945,0.8451247609918235,0.8279354088601765,0.0022111989732653647,0.00032012509064894326,0.0010119823441943115,0.2534319915596684,0.032591251267726294,0.8605266601279028,0.0010119823441943115,0.9734290617508295,1000000000000.0,0.0
0.08,0.1,0.6,3.0,1.0800050106172945,0.8451247609918235,0.8094306288667175,0.0022111989732653647,0.00032484906397594877,0.0035214848222122497,0.2534319915596684,0.032591251267726294,0.8420218801344438,0.0035214848222122497,0.972123078727391,1000000000.0,0.0
0.08,0.1,0.6,3.0,1.0800050106172945,0.8451247609918235,0.8094306288667175,0.0022111989732653647,0.00032484906397594877,0.0035214848222122497,0.2534319915596684,0.032591251267726294,0.8420218801344438,0.0035214848222122497,0.972123078727391,24350000000.0,0.0
0.08,0.1,0.6,3.0,1.0800050106172945,0.8451247609918235,0.8094306288667175,0.0022111989732653647,0.00032484906397594877,0.0035214848222122497,0.2534319915596684,0.032591251267726294,0.8420218801344438,0.0035214848222122497,0.972123078727391,1000000000000.0,0.0
0.08,0.3,0.1,3.0,1.0800050106172945,0.8451247609918235,0.7462271147157349,0.0022111989732653647,0.00034238417056605525,0.00012909152224718478,0.2534319915596684,0.032591251267726294,0.7788183659834612,0.00012909152224718478,0.9676167091486612,1000000000.0,0.0
0.08,0.3,0.1,3.0,1.0800050106172945,0.8451247609918235,0.7462271147157349,0.0022111989732653647,0.00034238417056605525,0.00012909152224718478,0.2534319915596684,0.032591251267726294,0.7788183659834612,0.00012909152224718478,0.9676167091486612,24350000000.0,0.0
0.08,0.3,0.1,3.0,1.0800050106172945,0.8451247609918235,0.7462271147157349,0.0022111989732653647,0.00034238417056605525,0.00012909152224718478,0.2534319915596684,0.032591251267726294,0.7788183659834612,0.00012909152224718478,0.9676167091486612,1000000000000.0,0.0
